Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
racing helmet,Red,False,1040,260,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty; work,HeadFullFace,False,For sale,CapFullfaceRacing0,5443,v8Teg4WDsBorRnXrd
racing helmet,White,False,1040,260,White,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty; work,HeadFullFace,False,For sale,CapFullfaceRacing1,10237,KpBh5M485u3R2Lrcc
racing helmet,Black,False,1040,260,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty; work,HeadFullFace,False,For sale,CapFullfaceRacing2,10238,6hzfbtRroRgefZL9u
racing helmet,Blue,False,1040,260,Blue,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty; work,HeadFullFace,False,For sale,CapFullfaceRacing3,10239,eoJa8tJsMeMtJWTJF
racing helmet,Pink,False,1040,260,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty; work,HeadFullFace,False,For sale,CapFullfaceRacing4,10240,xvmSpTqeF5pJyYsWF
racing helmet,Green,False,1040,260,Green,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty; work,HeadFullFace,False,For sale,CapFullfaceRacing5,10241,XEiqcuixofbXJFqm7
racing helmet,Purple,False,1040,260,Purple,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty; work,HeadFullFace,False,For sale,CapFullfaceRacing6,10242,CjhqExwCjEKGvvKKu
racing helmet,Light blue,False,1040,260,Light blue,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty; work,HeadFullFace,False,For sale,CapFullfaceRacing7,10243,yrCyty3XMGQhB6g4d
rain hat,Yellow,False,880,220,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatRain0,7394,TJPYFnhwcvrkbXTRE
rain hat,Green,False,880,220,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatRain1,9569,eoaP4vDe5vtRvpsvo
rain hat,Pink,False,880,220,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatRain2,9570,dBGze9DKCaS8XzhNm
rain hat,Blue,False,880,220,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatRain3,9571,Rg9Ro56tvjEjnekqN
rain hat,Red,False,880,220,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatRain4,9572,8zwaRco9qxQLzTZeT
rain hat,Black,False,880,220,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatRain5,9573,WiE7mCBg8Xm3eq9MP
rain hat,Purple,False,880,220,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatRain6,9574,6qPbnNZS5PnrwWEjE
rain hat,Beige,False,880,220,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatRain7,9575,nYJgQys2nLuNu9n3M
ribbon,Green,False,490,122,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,everyday; fairy tale; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLRibbon0,2609,ZvaqnH8RjnGNJ8Mz2
ribbon,Red,False,490,122,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLRibbon1,2610,Cm8LuNKxhXSxdPGbf
ribbon,Blue,False,490,122,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLRibbon2,10851,bhLAKNQyDxoq2rerS
ribbon,Yellow,False,490,122,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLRibbon3,10852,NS2NKE2exTtytCZB2
ribbon,Orange,False,490,122,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLRibbon4,10853,J6P6YsgHwNoNq2LAk
ribbon,Pink,False,490,122,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLRibbon5,10854,CgYXHSbH8Bn9HYfHk
ribbon,White,False,490,122,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLRibbon6,10855,Za6NEdY6H8kymJjZD
ribbon,Black,False,490,122,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLRibbon7,10856,S6o27pK4x9JPsETr4
ribboned garden hat,Blue,False,700,175,Beige,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Cute,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatGarlystrawhat0,9868,rLYhFzqMMmBMunom8
ribboned garden hat,Pink,False,700,175,White,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatGarlystrawhat1,11990,uwjz7ukHv4SHPXK5z
ribboned garden hat,Black,False,700,175,Brown,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Cute,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatGarlystrawhat2,11991,5SgJGpo9igFCaPRoN
ribboned garden hat,Brown,False,700,175,Black,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatGarlystrawhat3,11992,qAraqZxBigCooecK5
ribboned straw hat,Light blue,False,490,122,Beige,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,everyday; comfy; vacation,HeadHairOrnament_Left,True,For sale,CapOrnamentLMinistrawhat0,7273,rMzmWuC9KfJf6peAm
ribboned straw hat,Pink,False,490,122,Beige,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,everyday; comfy; vacation,HeadHairOrnament_Left,True,For sale,CapOrnamentLMinistrawhat1,10894,x9BQmtbCtQBA9AYBt
ribboned straw hat,Black,False,490,122,Beige,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,everyday; comfy; vacation,HeadHairOrnament_Left,True,For sale,CapOrnamentLMinistrawhat2,10895,YLtzZraTojRJKEEwD
rose crown,Colorful,True,NFS,480,Red,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,Not for sale,CapOrnamentRose1,5111,jnYpwpwEuPzZBLyNE
royal crown,Red,False,1200000,300000,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatCrownRed,5307,s8RSxedxt7JkFnGCw
safety helmet,Yellow,False,770,192,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,work,HeadCap,True,For sale,CapHatSafetyhat0,5139,yLTcbe5oBBNaBeZ6C
safety helmet,Blue,False,770,192,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,work,HeadCap,True,For sale,CapHatSafetyhat1,10215,6jCASto2hkup7SnCx
safety helmet,Orange,False,770,192,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,work,HeadCap,True,For sale,CapHatSafetyhat2,10216,dhHYz2RRjWayfkQEH
safety helmet,Green,False,770,192,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,work,HeadCap,True,For sale,CapHatSafetyhat3,10217,Ln5vmrGq2hJkR3PtT
safety helmet,Black,False,770,192,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,work,HeadCap,True,For sale,CapHatSafetyhat4,10218,9sEsTF8fz25uiKeyu
sailor's hat,White,False,1680,420,White,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,vacation; work,HeadCap,True,For sale,CapHatSailor0,5265,4X4XmNgYXYAzzNtdi
sailor's hat,Navy blue,False,1680,420,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,vacation; work,HeadCap,True,For sale,CapHatSailor1,10751,n86dWH8vAaQB7WEPw
sailor's hat,Blue,False,1680,420,Light blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,vacation; work,HeadCap,True,For sale,CapHatSailor2,10752,XeLSB8Q8sGesA7we4
samurai helmet,Red,False,5880,1470,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeSamurai0,5386,CRaXaihromqkoANCX
samurai helmet,Black,False,5880,1470,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeSamurai1,11877,tYs5STREcJNLa54Bg
samurai helmet,Blue,False,5880,1470,Blue,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeSamurai2,11878,mA3xB6PbuWSJYRfGL
samurai helmet,White,False,5880,1470,White,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeSamurai3,11879,Ffq5iTxhgCu7y3DSS
samurai helmet,Golden yellow,False,5880,1470,Orange,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeSamurai4,11880,ns5rMmrK588zgh69K
samurai wig,Hair Color,False,NFS,800,Colorful,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,theatrical,Headgear_HasEar,False,Not for sale,CapWigSamurai,5690,sPyM96NbCMMthDRAT
scholar's hat,Red,False,3010,752,Black,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal; work,HeadCap,True,For sale,CapHatBachelor0,5137,ngKiFRMtrgD6LBE6A
scholar's hat,Green,False,3010,752,Black,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal; work,HeadCap,True,For sale,CapHatBachelor1,11867,v3t8KjW53rwn4gX5n
scholar's hat,Blue,False,3010,752,Black,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal; work,HeadCap,True,For sale,CapHatBachelor2,11868,FRbH2BN8yuZ4bMdKK
scholar's hat,Yellow,False,3010,752,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal; work,HeadCap,True,For sale,CapHatBachelor3,11869,hfcgP2if8TbvFFDdK
school hat,Yellow,False,560,140,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday,HeadCap,True,For sale,CapHatSchool0,4739,ihFYQjYM3HLa4CQNi
school hat,Navy blue,False,560,140,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday,HeadCap,True,For sale,CapHatSchool1,10867,iAunhufuX73SZi4P4
shallow knit cap,Green,False,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatShallow0,5329,QnkCaKsFnY7koZXAn
shallow knit cap,Beige,False,560,140,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatShallow1,10938,ASNvzDY8sNYfWMx7D
shallow knit cap,Navy blue,False,560,140,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatShallow2,10939,8dML5ksiTK3QpzaQn
shallow knit cap,Red,False,560,140,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatShallow3,10940,beHqfsQ2Ndd6cjNrm
shallow knit cap,Purple,False,560,140,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatShallow4,10941,7RbsKkMeXDZW25fX5
shallow knit cap,Gray,False,560,140,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatShallow5,10942,sjPzMYvFq3nxYz9xZ
shallow knit cap,Brown,False,560,140,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatShallow6,10943,q7wFGkmqHbSbmowMz
sheep hood,White,False,980,245,White,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,For sale,CapBangsSheep0,5465,RpK4nNwMTTACXuzhs
sheep hood,Pink,False,980,245,Pink,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,For sale,CapBangsSheep1,11708,fBYmX7mH9s8KRCb7i
sheep hood,Light blue,False,980,245,Light blue,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,For sale,CapBangsSheep2,11709,qnbki7izJQJh3WKAe
sheep hood,Brown,False,980,245,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,For sale,CapBangsSheep3,11710,YXFhijLketa7Gohf5
silk hat,Green,False,NFS,500,Red,Green,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,HeadCap,True,Not for sale,CapHatChina0,5284,CCWstWanNNy9NeknS
silk hat,Blue,False,NFS,500,Red,Blue,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,HeadCap,True,Not for sale,CapHatChina1,11849,xPsEvMLiWZMoK6oGz
silk hat,Yellow,False,NFS,500,Red,Yellow,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,HeadCap,True,Not for sale,CapHatChina2,11850,aSwkTGeBh4yrwfxAR
silk hat,Black,False,NFS,500,Red,Black,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,HeadCap,True,Not for sale,CapHatChina3,11851,wAXG8RJJ7TpyncmcF
simple mum crown,Green,True,NFS,2880,Green,Green,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,Not for sale,CapOrnamentMum3,5119,azamBTFvDxNkLTXFL
skateboarding helmet,Orange,False,880,220,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,For sale,CapHatSkate0,9863,3kRAKsgGyr38iCCk5
skateboarding helmet,Olive,False,880,220,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,For sale,CapHatSkate1,12048,ScBrRq96c3DkcRGTW
skateboarding helmet,Gray,False,880,220,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,For sale,CapHatSkate2,12049,K88c9EJkFnsQh6K3v
skateboarding helmet,White,False,880,220,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,For sale,CapHatSkate3,12050,j9Bx4gQDy2tCdzDj7
skateboarding helmet,Light blue,False,880,220,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,For sale,CapHatSkate4,12051,N8xLFFhnWd9dPNL4P
skeleton hood,White,False,1400,350,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,Headgear_NoEarNoJaw,False,For sale,CapCostumeSkullWhite,5328,QypAPiQ8g9ALJ5sZ2
ski mask,Green,False,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,goth,HeadFullFace,False,For sale,CapFullfaceFaceknit0,5327,XchdHLkJEuMNpTtS6
ski mask,Black,False,560,140,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,goth,HeadFullFace,False,For sale,CapFullfaceFaceknit1,10826,ogspBj87pEQMkarDs
ski mask,Lime,False,560,140,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,goth,HeadFullFace,False,For sale,CapFullfaceFaceknit2,10827,3qjyhB6NyeDpHHTk8
ski mask,Red,False,560,140,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,goth,HeadFullFace,False,For sale,CapFullfaceFaceknit3,10828,67NFw4hCiQh949CX5
ski mask,Blue,False,560,140,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,goth,HeadFullFace,False,For sale,CapFullfaceFaceknit4,10829,Hfs3utBiDRksPaTjp
sky-egg shell,None,True,NFS,800,Light blue,Red,1x1,,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,True,Not for sale,CapHatEggsky0,12443,gx5CGMFvPAuqsgYye
small silk hat,Purple,False,1820,455,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLMinisilkhat0,7286,QTsXxAtuzdaCEe22Q
small silk hat,Black,False,1820,455,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLMinisilkhat1,11057,KqxGXsprWBskSFuFE
small silk hat,Red,False,1820,455,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,formal; party; theatrical,HeadHairOrnament_Left,True,For sale,CapOrnamentLMinisilkhat2,11058,RteWrMv6hArJmtuQp
snowperson head,White,True,NFS,7000,White,Orange,1x1,,Crafting,,Winter,False,1.0.0,Cute,everyday; outdoorsy,Headgear_NoEarNoJaw,False,Not for sale,CapCostumeSnowball0,8609,GqFZJ5PfCqn93XvrQ
snowy knit cap,Blue,False,700,175,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatSnowknit0,5408,AB966jKFh6pjSggnF
snowy knit cap,Black,False,700,175,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatSnowknit1,10950,Aci2hRSoLELPTmcfZ
snowy knit cap,Brown,False,700,175,Brown,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatSnowknit2,10951,MAniJeYM33ThMatzJ
snowy knit cap,Pink,False,700,175,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatSnowknit3,10952,mF9w5Xb2ZwWYCuQeE
snowy knit cap,Green,False,700,175,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatSnowknit4,10953,3rJbwrvpBYreKNa2g
snowy knit cap,Orange,False,700,175,Orange,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatSnowknit5,10954,kKnRd3kW3MNmyPC7s
snowy knit cap,Red,False,700,175,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatSnowknit6,10955,a6SPpkGN522Q594Go
snowy knit cap,White,False,700,175,White,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy,HeadCap,True,For sale,CapHatSnowknit7,10956,AMEAt7bNv2FKkuErK
soft-serve hat,Vanilla,False,630,157,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatIcecream0,6998,jqpTmDvBaG4prYPDn
soft-serve hat,Chocolate,False,630,157,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatIcecream1,10835,M54jLyHnF35q35mq2
soft-serve hat,Gold leaf,False,630,157,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatIcecream2,10836,nKHTeWb7yBHnckSXJ
soft-serve hat,Strawberry,False,630,157,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatIcecream3,10837,MsR4jMTnbtnrhya9C
soft-serve hat,Green tea,False,630,157,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatIcecream4,10838,PPyYhSmHXc3PJroiL
soft-serve hat,Pale sky,False,630,157,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatIcecream5,10839,gvf3HCe3WiesRHrCt
soft-serve hat,Purple sweet potato,False,630,157,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatIcecream6,10840,q8Nm5HsAo9q7NYG3F
soft-serve hat,Black sesame,False,630,157,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatIcecream7,10841,SKNM9PN6Zf5sY3ydD
sombrero,Natural & red,False,NFS,500,Beige,Red,1x1,,Gulliver,,All Year,False,1.0.0,Active,formal; party; theatrical,HeadCap,True,Not for sale,CapHatSombrero0,5138,bhiup2unfD28DQY39
sombrero,Natural & green,False,NFS,500,Beige,Green,1x1,,Gulliver,,All Year,False,1.0.0,Active,formal; party; theatrical,HeadCap,True,Not for sale,CapHatSombrero1,10868,Y8aKytTopgxHroKA5
sombrero,Navy blue,False,NFS,500,Blue,Red,1x1,,Gulliver,,All Year,False,1.0.0,Active,formal; party; theatrical,HeadCap,True,Not for sale,CapHatSombrero2,10869,vJLJ9MuDhz8XCubPc
sombrero,Green,False,NFS,500,Green,Orange,1x1,,Gulliver,,All Year,False,1.0.0,Active,formal; party; theatrical,HeadCap,True,Not for sale,CapHatSombrero3,10870,ZEDjFRuMW9NjjPJxF
sombrero,White,False,NFS,500,Beige,Yellow,1x1,,Gulliver,,All Year,False,1.0.0,Active,formal; party; theatrical,HeadCap,True,Not for sale,CapHatSombrero4,10871,Zo847tN5m4B54M33D
sombrero,Red,False,NFS,500,Red,Yellow,1x1,,Gulliver,,All Year,False,1.0.0,Active,formal; party; theatrical,HeadCap,True,Not for sale,CapHatSombrero5,10872,Ds5rhcNjFXAhWqY37
sombrero,Blue,False,NFS,500,Blue,Green,1x1,,Gulliver,,All Year,False,1.0.0,Active,formal; party; theatrical,HeadCap,True,Not for sale,CapHatSombrero6,10873,dXo753eoQjnH3aJYp
sombrero,Orange,False,NFS,500,Orange,Blue,1x1,,Gulliver,,All Year,False,1.0.0,Active,formal; party; theatrical,HeadCap,True,Not for sale,CapHatSombrero7,10874,FBYkFcvhkWottMJHD
space helmet,White,False,4300,1075,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,HeadFullFace,False,For sale,CapFullfaceAstronautWhite,5394,4iAdswfjHr2WDddrj
sports cap,Red,False,560,140,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,sporty,HeadCap,True,For sale,CapHatSports0,5305,NcyfadoSKrXEfgHC2
sports cap,White & red,False,560,140,White,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,sporty,HeadCap,True,For sale,CapHatSports1,11528,mLrPan5QQTWKmtHmB
sports cap,Blue,False,560,140,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,sporty,HeadCap,True,For sale,CapHatSports2,11529,KZRoEWu5C87p5v6bw
