Name,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Filename,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
Tiffany's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt07,10635,jXww4iHeKwHfSdEFm,True,0,2020-08-13
Timbra's poster,1000,250,White,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp10,10388,fAvLHWtjGMqQspwo9,True,0,2020-08-13
Timmy's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpRcm,10437,9HKZ7Yobdm8uzLi7P,True,0,2020-08-13
Tipper's poster,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCow01,10359,2NfZ7Lyaf3h6KQm9m,True,0,2020-08-13
Tom Nook's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpRco,10384,LoA9QSgWvDs9swufc,True,0,2020-08-13
Tom's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat15,10358,486Hm28f8Lhf7hKrR,True,0,2020-08-13
Tommy's poster,1000,250,Pink,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpRct,10338,PsfADt3JFH9hgjwH2,True,0,2020-08-13
Tortimer's poster,1000,250,Orange,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpTtlA,10792,grE9hynn8SMezzhzp,True,0,2020-08-13
Truffles's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig01,10691,aLBvsBuFd4keRH5hy,True,0,2020-08-13
Tucker's poster,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp09,10477,jawmneAPTuqjCAa4c,True,0,2020-08-13
Tutu's poster,1000,250,Orange,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea07,10822,LgubGXNTTf3BP3aLN,True,0,2020-08-13
Twiggy's poster,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd03,10808,vEZEfxNrygmD65jCr,True,0,2020-08-13
Tybalt's poster,1000,250,Pink,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlTig02,10610,7XvykMJkTtZWSatzZ,True,0,2020-08-13
Ursala's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea08,10812,96m3vKMmkCcXDZiQe,True,0,2020-08-13
Velma's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGoa06,10449,B9RkWdsytySCKWFqD,True,0,2020-08-13
Vesta's poster,1000,250,Yellow,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp00,10418,ScsCTZ4iJAAs8bpZA,True,0,2020-08-13
Vic's poster,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBul08,10415,KwZBqFXpduKCuoDhp,True,0,2020-08-13
Victoria's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs01,10497,Bv2eZ9NBpWmwSFjgx,True,0,2020-08-13
Villager's poster,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterVillager,10741,N6qEa462dfQ3kM2kv,True,0,2020-08-13
Violet's poster,1000,250,Pink,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGor07,10499,fsjvirmWruvYmPq8c,True,0,2020-08-13
Vivian's poster,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol08,10603,hkAe3oJA89HzDobh3,True,0,2020-08-13
Vladimir's poster,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr06,10362,PTTctzp4KtCAceqkJ,True,0,2020-08-13
Wade's poster,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn09,10614,DypctyNoZp6NcNTRH,True,0,2020-08-13
Walker's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog06,10330,iA3PhsCuMmX8K4gLQ,True,0,2020-08-13
Walt's poster,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr08,10559,QFKnT3NvdbZDwus4R,True,0,2020-08-13
Wart Jr.'s poster,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg05,10465,d2v37bvLF2HWXcB7R,True,0,2020-08-13
Weber's poster,1000,250,Red,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk11,10636,6SgMa63zsFYoe7x3n,True,0,2020-08-13
Wendell's poster,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpWrl,10434,k6zcPwQCXoL4ACve9,True,0,2020-08-13
Wendy's poster,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp09,10381,4JqnDBARuzDahPbcZ,True,0,2020-08-13
Whitney's poster,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol03,10377,NxQfGWG5374SZkjZd,True,0,2020-08-13
Willow's poster,1000,250,Blue,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp07,10327,rZJ77yhzuexaKnAkx,True,0,2020-08-13
Winnie's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs05,10663,F9weeZH5Ey8sZ374Q,True,0,2020-08-13
Wolfgang's poster,1000,250,Black,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol02,10472,GEC2nn8JwSHd78hS7,True,0,2020-08-13
Yuka's poster,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKal00,10683,q9j4d7zAyk9Ttuuof,True,0,2020-08-13
Zell's poster,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDer02,10389,GuP3qy2DdzFTTEfGA,True,0,2020-08-13
Zipper's poster,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpPyn,10522,vcwdyjBMkEpp4S5HR,True,0,2020-08-13
Zucker's poster,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOcp02,10569,8u8XbGvQuj8HbbEyy,True,0,2020-08-13
